Departamento,Municipio,Localidad,Recinto,CantidadMesas,TotalInscritos,AP,ADN,APB_SUMATE,LIBRE,FP,MAS_IPSP,MORENA,UNIDAD,PDC,VotoValido,VotoBlanco,VotoNuloDirecto,VotoNuloDeclinacion,VotoNulo,VotoEmitido,VotoValidoReal,VotoEmitidoReal,latitu,longitud,Cincun,Descripcion_RuralUrbano,ValorMax,ColumnaMax,Dominio_Abs,VotosNulos_Ajus
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Alfredo Barbery Chavez A,62,14728,434,148,579,4439,116,232,0,3103,1930,10981,913,1175,3,1178,13072,10981,13072,-17.75344086,-63.1179657,46,Urbano,4439,LIBRE,Ninguno > 50%,1131
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. 26 De Septiembre,64,15112,718,151,788,3257,219,179,0,2576,2276,10164,1156,1695,15,1710,13030,10164,13030,-17.72373962,-63.10361099,46,Urbano,3257,LIBRE,Ninguno > 50%,1642
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Delcy Martinez,14,3384,131,35,112,818,27,38,0,736,501,2398,207,361,0,361,2966,2398,2966,-17.84095001,-63.15478134,49,Urbano,818,LIBRE,Ninguno > 50%,347
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Roca Coronado,20,4672,229,38,225,995,55,57,0,797,829,3225,399,628,0,628,4252,3225,4252,-17.83748055,-63.15991974,49,Urbano,995,LIBRE,Ninguno > 50%,603
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio Martin Sapp,20,4432,193,35,162,1280,50,46,0,947,597,3310,227,314,2,316,3853,3310,3853,-17.82511902,-63.17466736,50,Urbano,1280,LIBRE,Ninguno > 50%,303
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Rodolfo Joem,32,7534,315,74,286,2185,56,98,0,1629,1053,5696,445,567,2,569,6710,5696,6710,-17.82204056,-63.16545105,50,Urbano,2185,LIBRE,Ninguno > 50%,546
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Cañada Pailitas,26,5910,127,50,191,1845,69,74,0,1519,652,4527,314,351,2,353,5194,4527,5194,-17.81991959,-63.14664841,48,Urbano,1845,LIBRE,Ninguno > 50%,339
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Buenas Nuevas,66,15552,530,148,680,4095,247,254,0,3292,2217,11463,877,1321,11,1332,13672,11463,13672,-17.82259941,-63.13936996,48,Urbano,4095,LIBRE,Ninguno > 50%,1279
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. 12 de Diciembre,66,15510,532,152,634,3709,330,280,0,3522,2062,11221,990,1263,19,1282,13493,11221,13493,-17.82099533,-63.1306839,48,Urbano,3709,LIBRE,Ninguno > 50%,1231
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. 25 de Diciembre,22,4986,136,33,255,1487,41,54,0,1361,492,3859,249,349,9,358,4466,3859,4466,-17.81471062,-63.14123917,48,Urbano,1487,LIBRE,Ninguno > 50%,344
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio Simon Bolivar,46,10926,544,153,549,2293,183,299,0,1958,1864,7843,609,1152,5,1157,9609,7843,9609,-17.82357979,-63.12279892,48,Urbano,2293,LIBRE,Ninguno > 50%,1111
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. M. Nelly Vda. De Bertero,20,4532,171,43,200,966,72,94,0,909,751,3206,327,399,4,403,3936,3206,3936,-17.81427002,-63.11536026,48,Urbano,966,LIBRE,Ninguno > 50%,387
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio Villa Gladys Theveneth,46,10998,516,127,485,1981,168,215,0,1950,2109,7551,728,1446,6,1452,9731,7551,9731,-17.8202095,-63.11954117,48,Urbano,2109,PDC,Ninguno > 50%,1394
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Fe y Alegria Nueva America,50,11592,541,87,507,2246,193,249,0,2571,1704,8098,768,1313,14,1327,10193,8098,10193,-17.82978058,-63.13412094,48,Urbano,2571,UNIDAD,Ninguno > 50%,1274
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Maria Teresa Pulido,46,11050,527,127,547,2378,166,217,0,2310,1637,7909,709,1112,8,1120,9738,7909,9738,-17.83359909,-63.13050079,48,Urbano,2378,LIBRE,Ninguno > 50%,1075
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Centro Interno Bol. Aleman,46,10994,504,112,505,1882,143,288,0,1961,1851,7246,806,1606,13,1619,9671,7246,9671,-17.82608414,-63.12787247,48,Urbano,1961,UNIDAD,Ninguno > 50%,1554
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Virgen De Urkupina,64,15004,849,198,625,2210,230,370,0,2143,3179,9804,1003,2586,37,2623,13430,9804,13430,-17.8368206,-63.11508179,48,Urbano,3179,PDC,Ninguno > 50%,2518
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Primavera,54,12946,657,124,560,2377,209,283,0,2205,2221,8636,949,1751,59,1810,11395,8636,11395,-17.8167305,-63.10319901,48,Urbano,2377,LIBRE,Ninguno > 50%,1738
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Rafael Bustillos,32,7570,293,76,304,1649,240,168,0,1421,1207,5358,548,800,12,812,6718,5358,6718,-17.81418037,-63.12329102,48,Urbano,1649,LIBRE,Ninguno > 50%,780
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Inocencio Roman,12,2506,127,25,124,278,73,53,0,324,459,1463,256,460,3,463,2182,1463,2182,-17.85022926,-63.06304932,49,Urbano,460,VotoNuloDirecto,Ninguno > 50%,444
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Castilla La Mancha,68,16010,590,164,753,3793,206,293,0,3058,2239,11096,1127,1836,0,1836,14059,11096,14059,-17.84736824,-63.09037018,49,Urbano,3793,LIBRE,Ninguno > 50%,1763
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Luis Barranco Alvarez,18,4146,196,41,149,640,88,90,0,675,799,2678,267,681,2,683,3628,2678,3628,-17.8425808,-63.12068176,49,Urbano,799,PDC,Ninguno > 50%,656
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. El Buen Samaritano,40,9482,318,104,427,2238,135,198,0,1996,1511,6927,619,1054,11,1065,8611,6927,8611,-17.81197929,-63.08055878,47,Urbano,2238,LIBRE,Ninguno > 50%,1022
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. San Pablo,10,2036,33,19,72,977,15,28,0,392,137,1673,70,53,0,53,1796,1673,1796,-17.83693314,-63.18967056,50,Urbano,977,LIBRE,LIBRE > 50%,51
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Naun Fernandez,28,6684,193,45,181,2400,47,103,0,1487,742,5198,348,480,0,480,6026,5198,6026,-17.83489418,-63.18224716,50,Urbano,2400,LIBRE,Ninguno > 50%,461
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio San Jorge,24,5512,220,54,263,988,83,113,0,1004,1089,3814,381,686,1,687,4882,3814,4882,-17.87261009,-63.1955986,50,Urbano,1089,PDC,Ninguno > 50%,660
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,UE. El Paraíso,44,10266,286,99,412,3076,115,101,0,2293,1414,7796,553,804,7,811,9160,7796,9160,-17.85640526,-63.19408798,50,Urbano,3076,LIBRE,Ninguno > 50%,779
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Centro Educativo Caritas,52,12224,246,52,306,5376,95,172,0,2911,960,10118,491,443,1,444,11053,10118,11053,-17.83982086,-63.18558884,50,Urbano,5376,LIBRE,LIBRE > 50%,426
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Hernando Siles,86,20408,817,145,840,4189,308,324,0,3675,3952,14250,1452,2338,4,2342,18044,14250,18044,-17.86155319,-63.17575455,50,Urbano,4189,LIBRE,Ninguno > 50%,2248
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Peregrina Davalos,34,7942,474,77,319,1402,117,122,0,1335,1758,5604,573,910,1,911,7088,5604,7088,-17.87231064,-63.16762924,50,Urbano,1758,PDC,Ninguno > 50%,875
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Union y Progreso,46,11004,382,157,352,2461,105,146,0,2143,1810,7556,783,1328,4,1332,9671,7556,9671,-17.82702255,-63.20538712,51,Urbano,2461,LIBRE,Ninguno > 50%,1279
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Unidad Educativa La Colina,38,8684,213,244,292,2740,77,101,0,2243,843,6753,499,568,4,572,7824,6753,7824,-17.81892014,-63.20311356,51,Urbano,2740,LIBRE,Ninguno > 50%,549
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. 29 De Diciembre,20,4428,138,54,141,1233,38,53,0,988,613,3258,267,416,3,419,3944,3258,3944,-17.8121891,-63.21308899,51,Urbano,1233,LIBRE,Ninguno > 50%,402
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Hilanderia,32,7544,183,60,188,2881,50,66,0,1774,616,5818,380,553,7,560,6758,5818,6758,-17.80578041,-63.21955872,51,Urbano,2881,LIBRE,Ninguno > 50%,538
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Escuela Jorge Urenda Trigo,34,7982,159,61,270,3055,47,102,0,2129,633,6456,405,344,1,345,7206,6456,7206,-17.81517982,-63.23062897,51,Urbano,3055,LIBRE,Ninguno > 50%,331
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col.  Anita Suarez De Leygue,28,6672,133,158,352,1688,62,46,0,1498,854,4791,416,738,5,743,5950,4791,5950,-17.82239151,-63.25294113,51,Urbano,1688,LIBRE,Ninguno > 50%,713
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Hermanos Cavanis,50,11574,218,74,294,4960,54,108,0,2877,777,9362,479,446,0,446,10287,9362,10287,-17.81549072,-63.22013855,51,Urbano,4960,LIBRE,LIBRE > 50%,428
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Internacional (Bethesda),30,7184,144,120,265,2282,50,83,0,1418,856,5218,460,678,2,680,6358,5218,6358,-17.82940292,-63.22034836,50,Urbano,2282,LIBRE,Ninguno > 50%,653
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Modulo Flamingo,28,6632,108,82,146,3044,67,50,0,1507,487,5491,226,239,0,239,5956,5491,5956,-17.82285309,-63.21369171,51,Urbano,3044,LIBRE,LIBRE > 50%,229
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. La Base,26,6276,160,101,281,2029,71,72,0,1371,683,4768,357,492,3,495,5620,4768,5620,-17.83000946,-63.21366501,51,Urbano,2029,LIBRE,Ninguno > 50%,475
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Escuela Ambrocio Villarroel,22,4856,137,69,173,1355,54,78,0,1023,573,3462,349,400,7,407,4218,3462,4218,-17.79013062,-63.22619629,51,Urbano,1355,LIBRE,Ninguno > 50%,391
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Escuela Sara Porras De Pinto,26,6268,78,46,193,2494,22,48,0,1546,427,4854,340,324,0,324,5518,4854,5518,-17.79663086,-63.22217941,51,Urbano,2494,LIBRE,LIBRE > 50%,311
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio El Progreso,32,7668,268,117,302,1588,60,104,0,1412,1255,5106,555,1001,12,1013,6674,5106,6674,-17.82766342,-63.2056427,51,Urbano,1588,LIBRE,Ninguno > 50%,972
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Escuela El Fuerte,68,16316,559,183,616,3635,186,328,0,2750,2667,10924,1064,2351,6,2357,14345,10924,14345,-17.84581947,-63.14807129,49,Urbano,3635,LIBRE,Ninguno > 50%,2263
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Nacional 9 De Octubre,34,8194,203,46,314,2973,80,108,0,1841,916,6481,442,512,3,515,7438,6481,7438,-17.84428215,-63.15673447,49,Urbano,2973,LIBRE,Ninguno > 50%,494
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio Ignacio Warnes,40,9238,359,106,422,1677,90,197,0,1571,1908,6330,756,1164,0,1164,8250,6330,8250,-17.86587906,-63.15626907,49,Urbano,1908,PDC,Ninguno > 50%,1117
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio Luz Y Verdad,24,5770,304,63,193,1049,82,107,0,916,1218,3932,336,831,13,844,5112,3932,5112,-17.87600327,-63.18723679,50,Urbano,1218,PDC,Ninguno > 50%,810
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Escuela Poly Villarroel,26,6108,171,73,161,1924,77,79,0,1121,707,4313,432,637,0,637,5382,4313,5382,-17.87229919,-63.13150024,49,Urbano,1924,LIBRE,Ninguno > 50%,612
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Escuela Bolivia Holanda,54,12924,651,142,386,1795,164,330,0,1671,2964,8103,1121,2271,1,2272,11496,8103,11496,-17.86903,-63.14488983,49,Urbano,2964,PDC,Ninguno > 50%,2181
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. San Francisco Sur,46,10816,450,111,408,2352,105,168,0,1755,2224,7573,754,1367,0,1367,9694,7573,9694,-17.85275078,-63.1608696,49,Urbano,2352,LIBRE,Ninguno > 50%,1312
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc.  Amsterdan,26,6004,326,80,223,1012,89,120,0,938,1296,4084,435,839,2,841,5360,4084,5360,-17.8590107,-63.14971924,49,Urbano,1296,PDC,Ninguno > 50%,807
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Max Fernandez Rojas B,30,6876,302,61,249,1107,116,107,0,1106,1533,4581,571,937,1,938,6090,4581,6090,-17.87380981,-63.16542816,50,Urbano,1533,PDC,Ninguno > 50%,900
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E.  Magisterio Sur 120 II,32,7382,279,48,262,1462,65,116,0,1623,1297,5152,493,829,2,831,6476,5152,6476,-17.86982918,-63.18133926,50,Urbano,1623,UNIDAD,Ninguno > 50%,798
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio Plan 4000,78,18386,906,208,620,2392,245,315,0,2345,4363,11394,1381,3380,14,3394,16169,11394,16169,-17.8847084,-63.17594147,50,Urbano,4363,PDC,Ninguno > 50%,3258
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Honorato Mejia,34,7872,271,54,280,1928,66,80,0,1798,1346,5823,516,675,2,677,7016,5823,7016,-17.86144638,-63.21366882,50,Urbano,1928,LIBRE,Ninguno > 50%,650
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Luis Espinal Campos,62,14786,553,150,531,2956,177,302,0,2438,2866,9973,1083,1719,16,1735,12791,9973,12791,-17.86750984,-63.16032028,49,Urbano,2956,LIBRE,Ninguno > 50%,1666
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Esc. Holanda,28,6452,287,57,234,1022,47,102,0,987,1453,4189,494,982,7,989,5672,4189,5672,-17.88405991,-63.19472885,50,Urbano,1453,PDC,Ninguno > 50%,949
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Juana Azurduy de Padilla,38,9140,480,82,395,1629,132,179,0,1597,1538,6032,767,1266,5,1271,8070,6032,8070,-17.84617996,-63.10905075,49,Urbano,1629,LIBRE,Ninguno > 50%,1220
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Club De Leones,16,3560,47,29,75,1752,43,41,0,743,179,2909,143,129,1,130,3182,2909,3182,-17.79073906,-63.16895294,45,Urbano,1752,LIBRE,LIBRE > 50%,125
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Villa Alegre,24,5514,372,60,214,727,97,95,0,719,1275,3559,355,964,2,966,4880,3559,4880,-17.8746109,-63.17023849,50,Urbano,1275,PDC,Ninguno > 50%,927
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Niño Jesús IV,42,9706,281,60,353,3425,84,139,0,1951,1088,7381,497,662,1,663,8541,7381,8541,-17.82737923,-63.18233109,50,Urbano,3425,LIBRE,Ninguno > 50%,636
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Las Americas II,40,9594,341,88,425,2292,127,173,0,2114,1422,6982,584,865,7,872,8438,6982,8438,-17.86216927,-63.19033051,50,Urbano,2292,LIBRE,Ninguno > 50%,837
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Col. Covipal,16,3756,142,71,107,723,39,57,0,443,737,2319,284,744,0,744,3347,2319,3347,-17.84763908,-63.23666,50,Urbano,744,VotoNuloDirecto,Ninguno > 50%,714
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio Fuente Del Saber,26,5852,256,61,255,867,85,112,0,1028,932,3596,623,975,6,981,5200,3596,5200,-17.90465164,-63.06752396,49,Urbano,1028,UNIDAD,Ninguno > 50%,942
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Progreso,6,1136,20,5,25,413,17,2,0,274,57,813,65,72,0,72,950,813,950,-17.72208023,-63.13077164,46,Urbano,413,LIBRE,LIBRE > 50%,69
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. 2 de Abril,12,2592,51,29,94,812,20,19,0,661,292,1978,107,123,0,123,2208,1978,2208,-17.81759071,-63.1436615,48,Urbano,812,LIBRE,Ninguno > 50%,118
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Virgen De Guadalupe,52,12264,356,117,436,3582,109,183,0,3021,1491,9295,760,910,9,919,10974,9295,10974,-17.72814941,-63.12176514,46,Urbano,3582,LIBRE,Ninguno > 50%,882
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Motacusal,4,866,55,3,9,94,14,5,0,80,130,390,89,265,4,269,748,390,748,-17.69208145,-63.10189056,46,Urbano,265,VotoNuloDirecto,Ninguno > 50%,258
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Fred Nuñez Gonzales,36,8520,364,103,391,1758,68,102,0,1731,1317,5834,645,1089,0,1089,7568,5834,7568,-17.7177639,-63.06960678,46,Urbano,1758,LIBRE,Ninguno > 50%,1045
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. San Cayetano,34,7952,290,51,358,1983,48,87,0,1736,1070,5623,513,734,8,742,6878,5623,6878,-17.73177528,-63.08636475,46,Urbano,1983,LIBRE,Ninguno > 50%,712
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Los Cusis,34,7736,190,53,453,1901,47,72,0,1952,872,5540,514,525,9,534,6588,5540,6588,-17.73134995,-63.07648087,46,Urbano,1952,UNIDAD,Ninguno > 50%,513
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Sixto Suarez Navarro,16,3848,201,57,172,712,65,92,0,514,710,2523,294,583,3,586,3403,2523,3403,-17.83390999,-63.08702087,48,Urbano,712,LIBRE,Ninguno > 50%,563
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Zaragoza,38,8848,258,99,389,2305,69,111,0,1964,1286,6481,597,898,0,898,7976,6481,7976,-17.72216606,-63.08358383,46,Urbano,2305,LIBRE,Ninguno > 50%,862
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Luz Del Mundo C,16,3548,85,40,99,1431,24,30,0,873,301,2883,114,175,5,180,3177,2883,3177,-17.77198982,-63.11180115,46,Urbano,1431,LIBRE,Ninguno > 50%,173
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,16 de Julio,18,4028,125,29,174,1040,32,46,0,847,516,2809,254,304,3,307,3370,2809,3370,-17.75544167,-63.11146545,46,Urbano,1040,LIBRE,Ninguno > 50%,295
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Cielito Lindo,18,3998,104,31,140,1328,25,34,0,905,438,3005,233,228,0,228,3466,3005,3466,-17.77038956,-63.10667038,46,Urbano,1328,LIBRE,Ninguno > 50%,219
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Urkupiña,12,2468,83,24,94,652,25,22,0,503,384,1787,156,237,4,241,2184,1787,2184,-17.75291824,-63.10681915,46,Urbano,652,LIBRE,Ninguno > 50%,231
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Arboleda De Fatima,24,5730,135,47,240,2081,72,48,0,1335,577,4535,316,289,2,291,5142,4535,5142,-17.77194023,-63.09395981,47,Urbano,2081,LIBRE,Ninguno > 50%,279
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Florida Barba Chávez,22,4840,215,75,170,932,71,101,0,777,1014,3355,260,522,3,525,4140,3355,4140,-17.8186245,-63.10741425,48,Urbano,1014,PDC,Ninguno > 50%,504
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. 25 de Octubre,20,4624,195,81,255,886,55,91,0,784,862,3209,451,517,6,523,4183,3209,4183,-17.81277084,-63.09189987,48,Urbano,886,LIBRE,Ninguno > 50%,502
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Misiones De Jesus,16,3512,118,56,127,911,24,29,0,684,594,2543,227,333,3,336,3106,2543,3106,-17.84763908,-63.21696091,50,Urbano,911,LIBRE,Ninguno > 50%,323
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Pedro Diez,10,2090,51,24,94,565,18,42,0,411,319,1524,138,148,0,148,1810,1524,1810,-17.85393906,-63.18397903,50,Urbano,565,LIBRE,Ninguno > 50%,142
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Sahara Guardia,20,4458,92,35,170,1586,39,50,0,1123,528,3623,218,227,2,229,4070,3623,4070,-17.85209084,-63.20286942,50,Urbano,1586,LIBRE,Ninguno > 50%,220
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Universitario Sur,20,4450,113,28,136,1390,29,29,0,1046,672,3443,201,330,0,330,3974,3443,3974,-17.84227943,-63.20154953,50,Urbano,1390,LIBRE,Ninguno > 50%,317
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Angelina Rivera,26,5880,124,46,225,1919,47,121,0,1325,817,4624,280,404,4,408,5312,4624,5312,-17.8530407,-63.17871094,49,Urbano,1919,LIBRE,Ninguno > 50%,392
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Nestor Paz Zamora,60,14268,551,141,551,4186,140,177,0,3073,2065,10884,761,967,5,972,12617,10884,12617,-17.8297596,-63.16751099,50,Urbano,4186,LIBRE,Ninguno > 50%,933
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Isuto,14,3140,30,16,113,1172,40,42,0,856,217,2486,153,109,0,109,2748,2486,2748,-17.74408913,-63.19371033,44,Urbano,1172,LIBRE,Ninguno > 50%,105
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Rep. del Paraguay,12,2706,61,9,117,723,27,37,0,566,493,2033,149,209,3,212,2394,2033,2394,-17.86307907,-63.18490982,50,Urbano,723,LIBRE,Ninguno > 50%,204
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Modulo Rancho Nuevo,46,10862,246,92,500,3382,107,116,0,2339,1275,8057,566,687,7,694,9317,8057,9317,-17.74572945,-63.12128067,46,Urbano,3382,LIBRE,Ninguno > 50%,666
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Kinder Nimia Centella,8,1946,28,13,73,609,12,11,0,458,241,1445,91,110,2,112,1648,1445,1648,-17.78715134,-63.11774826,47,Urbano,609,LIBRE,Ninguno > 50%,108
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Kinder Ferroviario,8,1504,15,16,25,688,11,5,0,428,68,1256,30,39,1,40,1326,1256,1326,-17.78079605,-63.14470673,47,Urbano,688,LIBRE,LIBRE > 50%,38
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. 3 de Mayo,26,5918,198,94,221,1151,74,117,0,985,1088,3928,348,634,9,643,4919,3928,4919,-17.82613945,-63.12704086,48,Urbano,1151,LIBRE,Ninguno > 50%,617
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. San Juan Bautista,18,4012,224,82,173,677,81,109,0,665,814,2825,271,519,9,528,3624,2825,3624,-17.82422066,-63.08399963,48,Urbano,814,PDC,Ninguno > 50%,507
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. San Juan del Este,32,7380,364,90,350,1101,86,125,0,967,1401,4484,656,1387,5,1392,6532,4484,6532,-17.8573761,-63.05619049,49,Urbano,1401,PDC,Ninguno > 50%,1336
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. 19 de Marzo,20,4458,186,56,241,691,55,107,0,549,907,2792,364,759,6,765,3921,2792,3921,-17.86819077,-63.08684921,49,Urbano,907,PDC,Ninguno > 50%,734
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. Villa Moderna,16,3588,152,54,149,564,57,70,0,522,713,2281,275,516,3,519,3075,2281,3075,-17.84460831,-63.06866074,49,Urbano,713,PDC,Ninguno > 50%,498
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. San Diego de Samaria,16,3734,120,45,234,575,57,62,0,626,626,2345,308,555,0,555,3208,2345,3208,-17.84650421,-63.07623672,49,Urbano,626,PDC,Ninguno > 50%,533
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,16 de Febrero,20,4758,153,61,167,1423,29,46,0,1142,550,3571,244,304,3,307,4122,3571,4122,-17.74795914,-63.09875488,46,Urbano,1423,LIBRE,Ninguno > 50%,295
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Colegio San Francisco de Asis,20,4730,189,62,172,1312,40,79,0,969,779,3602,134,429,1,430,4166,3602,4166,-17.85693169,-63.14428711,49,Urbano,1312,LIBRE,Ninguno > 50%,413
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,U.E. 18 de Julio,32,7678,271,100,260,1916,48,95,0,1535,1103,5328,461,803,6,809,6598,5328,6598,-17.74539948,-63.09320068,46,Urbano,1916,LIBRE,Ninguno > 50%,777
Santa Cruz,Santa Cruz de La Sierra,Santa Cruz de la Sierra,Kinder Guarderia El Carmen,10,2048,39,18,68,843,6,14,0,522,169,1679,60,62,5,67,1806,1679,1806,-17.77050591,-63.20387268,44,Urbano,843,LIBRE,LIBRE > 50%,64
